frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
11,6.72,6.76,2.82,2.79,5.81,2.9,10.57,-0.04,0.173,-0.02
12,6.67,6.72,2.77,2.75,5.88,3.01,10.83,-0.04,0.176,-0.01
13,6.63,6.68,2.9,2.87,5.88,2.91,10.78,-0.04,0.181,-0.01
14,6.64,6.68,2.8,2.77,5.92,2.95,10.78,-0.03,0.179,-0.02
15,6.64,6.69,2.83,2.78,5.89,2.71,10.65,-0.04,0.187,-0.03
16,6.65,6.73,2.73,2.71,5.9,2.89,10.64,-0.05,0.187,-0.03
17,6.64,6.71,2.81,2.78,5.84,2.72,10.69,-0.04,0.196,-0.04
18,6.6,6.64,2.94,2.9,5.89,2.6,10.62,-0.04,0.197,-0.05
19,6.69,6.75,2.65,2.63,5.93,2.81,10.59,-0.03,0.202,-0.07
20,6.61,6.67,2.82,2.81,5.92,2.92,10.63,-0.01,0.204,-0.11
21,6.6,6.66,2.77,2.79,5.96,2.82,10.79,0.01,0.199,-0.14
22,6.55,6.61,2.82,2.82,6.1,2.64,10.74,0.05,0.206,-0.21
23,6.61,6.67,2.77,2.76,6.14,2.36,10.7,0.05,0.218,-0.23
24,6.61,6.67,2.77,2.76,6.14,2.36,10.7,0.05,0.218,-0.23
25,6.65,6.71,2.66,2.66,6.24,2.08,10.92,0.03,0.237,-0.25
26,6.46,6.53,2.93,2.94,6.15,1.85,11.06,0.03,0.241,-0.25
27,6.44,6.5,2.98,2.97,6.18,1.7,10.89,0.02,0.259,-0.25
28,6.46,6.55,3.08,3.09,6.1,1.74,10.92,0.02,0.251,-0.26
29,6.44,6.53,3.04,3.05,6.2,1.76,10.67,0.02,0.254,-0.25
30,6.45,6.54,2.93,2.94,6.04,1.72,10.63,0.0,0.265,-0.25
31,6.45,6.55,2.93,2.95,6.13,1.65,10.64,0.0,0.266,-0.25
32,6.49,6.59,2.99,3.0,6.09,1.71,10.67,0.0,0.271,-0.25
33,6.51,6.58,2.88,2.93,6.09,1.62,10.6,0.02,0.255,-0.24
34,6.51,6.6,2.82,2.88,6.12,1.61,10.54,0.04,0.247,-0.24
35,6.46,6.54,2.9,2.97,6.15,1.72,10.53,0.03,0.254,-0.23
36,6.54,6.63,2.71,2.8,6.03,1.69,10.58,0.05,0.238,-0.2
37,6.47,6.53,2.83,2.91,5.98,1.66,10.63,0.04,0.23,-0.18
38,6.64,6.68,2.67,2.73,5.86,1.71,10.69,0.06,0.215,-0.14
39,6.77,6.8,2.66,2.69,5.88,1.78,10.88,0.06,0.204,-0.11
40,6.79,6.84,2.66,2.63,6.06,1.83,10.57,0.06,0.204,-0.08
41,7.01,7.03,2.44,2.35,5.97,1.98,10.57,0.06,0.191,-0.05
42,6.93,6.94,2.78,2.69,6.01,1.94,10.66,0.06,0.169,-0.01
43,6.93,6.94,2.78,2.69,6.01,1.94,10.66,0.06,0.169,-0.01
44,7.09,7.09,2.61,2.49,6.05,2.11,10.96,0.06,0.15,0.05
45,7.05,7.06,2.95,2.84,6.01,1.98,11.42,0.06,0.121,0.11
46,7.23,7.22,2.95,2.81,5.95,2.22,11.43,0.07,0.089,0.17
47,7.24,7.22,2.96,2.78,5.92,2.31,12.04,0.09,0.08,0.23
48,7.16,7.13,3.18,3.04,6.04,2.08,12.42,0.07,0.059,0.34
49,7.16,7.13,3.18,3.04,6.04,2.08,12.42,0.07,0.059,0.34
50,7.04,7.01,3.15,3.06,6.12,2.13,12.93,0.01,0.022,0.38
51,6.97,6.94,3.02,2.97,6.23,2.11,12.81,-0.04,0.004,0.39
52,6.89,6.85,3.01,3.0,6.3,2.13,12.85,-0.06,-0.011,0.4
53,6.98,6.93,2.87,2.87,6.23,2.08,12.56,-0.09,-0.029,0.4
54,6.88,6.81,3.06,3.07,6.16,2.14,12.45,-0.09,-0.032,0.39
55,6.95,6.9,2.97,2.99,6.21,2.16,12.55,-0.08,-0.027,0.39
56,6.94,6.88,3.01,3.04,6.19,2.16,12.49,-0.09,-0.014,0.38
57,6.84,6.79,3.02,3.05,6.24,2.33,12.52,-0.09,0.004,0.36
58,6.85,6.79,2.97,3.02,6.29,2.27,12.64,-0.1,0.015,0.35
59,6.8,6.76,2.92,3.0,6.31,2.27,12.59,-0.12,0.031,0.33
60,6.73,6.68,2.91,3.01,6.2,2.37,12.49,-0.13,0.06,0.3
61,6.91,6.86,2.75,2.85,6.19,2.36,12.31,-0.11,0.128,0.22
62,6.91,6.86,2.75,2.85,6.19,2.36,12.31,-0.11,0.128,0.22
63,8.4,8.39,2.13,2.23,5.92,2.49,12.05,-0.1,0.196,0.13
64,7.56,7.56,2.58,2.69,6.04,2.19,11.89,-0.12,0.23,0.09
65,7.56,7.56,2.58,2.69,6.04,2.19,11.89,-0.12,0.23,0.09
66,6.78,6.78,2.6,2.64,6.03,1.91,11.41,-0.12,0.291,-0.03
67,6.62,6.65,2.75,2.75,6.01,1.68,11.23,-0.1,0.319,-0.08
68,6.42,6.48,2.74,2.73,6.12,1.53,10.9,-0.07,0.333,-0.12
69,6.44,6.51,2.74,2.72,6.14,1.44,10.9,-0.08,0.354,-0.14
70,6.11,6.1,2.85,2.83,6.87,1.93,12.82,-0.06,0.347,-0.13
71,6.17,6.17,2.71,2.69,6.95,1.87,12.78,-0.04,0.352,-0.14
72,6.22,6.22,2.96,2.94,6.93,1.78,12.89,0.01,0.355,-0.14
73,6.32,6.32,2.73,2.7,6.9,1.82,12.94,0.04,0.365,-0.14
74,6.27,6.26,2.81,2.79,6.87,1.76,12.93,0.03,0.371,-0.14
75,6.18,6.18,3.03,3.01,6.96,1.71,13.06,0.01,0.34,-0.14
76,6.56,6.64,3.08,3.14,6.21,1.43,11.85,-0.06,0.327,-0.14
77,6.52,6.56,3.11,3.16,6.13,1.34,11.6,-0.09,0.326,-0.14
78,6.64,6.69,2.91,2.96,6.1,1.44,11.7,-0.08,0.308,-0.14
79,6.73,6.79,2.9,2.95,6.11,1.27,11.79,-0.05,0.274,-0.13
80,6.63,6.73,2.95,3.02,6.09,1.7,12.15,-0.03,0.238,-0.12
81,6.73,6.84,2.9,2.96,6.12,1.78,12.26,-0.02,0.208,-0.12
82,6.86,6.95,2.8,2.82,6.15,1.8,12.36,-0.02,0.188,-0.12
83,6.86,6.95,2.85,2.86,6.22,1.53,12.23,-0.03,0.175,-0.11
84,6.86,6.93,2.96,2.93,6.22,2.0,12.34,-0.04,0.163,-0.1
85,6.86,6.93,2.96,2.93,6.22,2.0,12.34,-0.04,0.163,-0.1
86,6.82,6.88,3.06,3.02,6.27,1.61,12.46,-0.03,0.145,-0.08
87,6.84,6.88,3.05,3.0,6.24,1.76,12.47,-0.04,0.132,-0.07
88,6.88,6.91,3.04,2.99,6.21,1.52,12.55,-0.03,0.116,-0.05
89,6.9,6.93,3.05,3.01,6.25,2.0,12.61,-0.04,0.109,-0.04
90,6.86,6.89,3.11,3.08,6.34,2.08,12.76,-0.03,0.098,-0.02
1,6.86,6.89,3.11,3.08,6.34,2.08,12.76,-0.03,0.098,-0.02
2,6.99,7.0,3.03,2.99,6.29,1.87,12.89,-0.02,0.084,-0.02
3,6.97,6.97,3.15,3.11,6.2,1.85,12.79,-0.01,0.08,-0.02
4,7.16,7.16,2.9,2.86,6.22,1.69,12.91,-0.02,0.078,-0.02
5,7.16,7.16,2.9,2.86,6.22,1.69,12.91,-0.02,0.078,-0.02
6,6.94,6.92,3.11,3.05,6.25,1.75,12.93,-0.04,0.073,-0.02
7,6.92,6.92,3.07,3.03,6.28,1.84,13.08,-0.04,0.074,-0.01
8,6.91,6.91,3.12,3.08,6.26,1.73,13.01,-0.04,0.076,-0.01
9,6.92,6.94,3.12,3.08,6.22,1.83,13.06,-0.04,0.075,-0.01
10,6.89,6.93,3.12,3.09,6.22,1.76,13.0,-0.05,0.073,-0.01
11,6.94,6.96,2.98,2.95,6.3,1.82,13.02,-0.04,0.08,0.0
12,7.03,7.05,2.82,2.78,6.32,1.73,13.1,-0.04,0.082,-0.01
13,7.35,7.38,2.49,2.45,6.3,1.96,13.17,-0.05,0.087,-0.01
14,7.38,7.39,2.36,2.31,6.23,1.61,13.08,-0.05,0.086,-0.01
15,7.28,7.3,2.54,2.48,6.19,1.84,13.06,-0.05,0.087,-0.02
16,7.22,7.24,2.54,2.48,6.33,1.62,13.06,-0.05,0.089,-0.02
17,7.13,7.14,2.6,2.54,6.28,1.77,13.04,-0.05,0.091,-0.02
18,7.18,7.19,2.57,2.5,6.2,1.59,13.04,-0.04,0.097,-0.02
19,7.0,7.04,2.86,2.81,6.23,1.72,13.06,-0.04,0.101,-0.02
20,7.1,7.13,2.7,2.64,6.23,1.66,13.0,-0.04,0.103,-0.02
21,7.0,7.04,2.83,2.78,6.22,1.6,12.85,-0.03,0.11,-0.02
22,6.92,6.97,2.88,2.83,6.24,1.88,12.84,-0.03,0.115,-0.02
23,6.84,6.9,2.97,2.94,6.18,1.57,12.71,-0.04,0.115,-0.02
24,6.8,6.86,3.06,3.02,6.19,1.53,12.61,-0.02,0.121,-0.02
25,6.87,6.94,2.83,2.78,6.2,1.96,12.74,-0.03,0.127,-0.02
26,6.8,6.87,2.84,2.81,6.17,1.59,12.46,-0.02,0.129,-0.02
27,7.36,7.41,2.32,2.27,6.09,1.61,12.91,-0.02,0.128,-0.01
28,8.02,8.07,2.02,1.95,5.95,1.34,13.32,-0.03,0.142,-0.02
29,7.75,7.79,2.04,1.96,6.04,1.19,13.25,-0.02,0.156,-0.02
30,7.14,7.22,2.36,2.33,6.18,1.18,13.08,-0.01,0.158,-0.02
31,6.94,7.02,2.56,2.55,6.14,1.13,12.71,-0.01,0.158,-0.02
32,6.81,6.91,2.65,2.65,6.13,1.25,12.69,-0.01,0.157,-0.02
33,6.87,6.95,2.65,2.66,6.08,1.22,12.34,0.0,0.143,-0.02
34,6.87,6.95,2.65,2.66,6.08,1.22,12.34,0.0,0.143,-0.02
35,6.75,6.78,2.88,2.88,6.17,1.25,12.64,0.02,0.136,-0.02
36,6.84,6.88,2.71,2.71,6.15,1.44,12.57,0.0,0.121,-0.02
37,6.71,6.75,3.01,2.96,6.17,1.31,12.59,-0.01,0.109,-0.01
38,6.71,6.75,3.01,2.96,6.17,1.31,12.59,-0.01,0.109,-0.01
39,6.86,6.89,2.79,2.7,6.26,1.54,12.91,-0.03,0.104,0.0
40,6.86,6.88,2.93,2.84,6.23,1.65,13.02,-0.03,0.108,0.01
41,6.86,6.87,2.97,2.87,6.21,1.56,12.98,-0.03,0.105,0.01
42,6.81,6.81,3.06,2.95,6.37,1.49,12.9,-0.04,0.103,0.02
43,6.79,6.8,2.99,2.88,6.37,1.6,13.09,-0.05,0.096,0.03
44,6.87,6.86,3.0,2.89,6.24,1.43,13.23,-0.04,0.082,0.05
45,6.88,6.88,3.1,3.06,6.41,1.42,13.32,-0.01,0.061,0.07
46,6.88,6.88,3.1,3.06,6.41,1.42,13.32,-0.01,0.061,0.07
47,6.97,6.96,3.06,3.01,6.32,1.28,13.09,-0.01,0.053,0.08
48,6.96,6.93,3.04,2.99,6.32,1.14,13.3,-0.02,0.042,0.08
49,6.95,6.9,3.17,3.09,6.49,1.11,13.34,-0.02,0.028,0.07
50,7.05,6.98,3.09,3.01,6.38,1.35,13.43,-0.02,0.018,0.07
51,7.2,7.13,3.08,2.98,6.33,1.15,13.45,-0.02,0.004,0.08
52,7.23,7.12,3.04,2.94,6.28,1.22,13.45,-0.02,-0.006,0.1
53,7.28,7.16,2.95,2.84,6.2,1.23,13.51,-0.03,-0.022,0.12
54,7.39,7.24,2.81,2.69,6.26,1.51,13.75,-0.02,-0.042,0.14
55,7.47,7.31,2.82,2.71,6.19,1.37,13.83,-0.01,-0.045,0.17
56,7.3,7.14,2.9,2.79,6.25,1.31,14.04,0.0,-0.065,0.19
57,7.69,7.46,2.59,2.44,6.2,1.58,14.14,-0.02,-0.075,0.23
58,7.57,7.34,2.69,2.51,6.1,1.53,14.27,0.01,-0.097,0.24
59,7.65,7.39,2.7,2.48,6.13,1.53,14.23,0.01,-0.106,0.25
60,7.8,7.52,2.54,2.3,6.1,1.61,14.27,0.01,-0.116,0.25
61,7.68,7.42,2.65,2.41,6.15,1.75,14.19,0.01,-0.126,0.26
62,7.61,7.28,2.54,2.28,6.08,1.55,13.86,0.0,-0.118,0.26
63,7.48,7.2,2.47,2.24,6.26,1.92,14.08,0.0,-0.113,0.27
64,7.52,7.29,2.54,2.33,6.28,1.53,14.36,-0.01,-0.122,0.27
65,7.08,6.88,2.88,2.69,6.33,1.35,14.46,-0.01,-0.102,0.26
66,7.0,6.82,2.8,2.64,6.37,1.35,14.43,-0.04,-0.102,0.25
67,6.96,6.85,2.79,2.67,6.36,1.25,14.08,-0.05,-0.089,0.24
68,6.95,6.86,2.79,2.68,6.31,1.21,14.03,-0.05,-0.082,0.23
69,7.06,6.98,2.86,2.77,6.29,1.31,14.0,-0.05,-0.063,0.21
70,7.15,7.1,2.73,2.66,6.2,1.29,13.45,-0.06,-0.049,0.2
71,7.23,7.13,2.84,2.77,6.16,1.35,13.54,-0.06,-0.019,0.17
72,7.18,7.08,2.75,2.69,6.19,1.36,13.4,-0.05,0.006,0.15
73,7.11,7.04,2.74,2.69,6.17,1.42,13.16,-0.06,0.033,0.13
74,6.97,6.94,2.71,2.68,6.22,1.31,12.93,-0.07,0.06,0.12
75,6.84,6.83,2.84,2.81,6.16,1.32,12.77,-0.07,0.075,0.1
76,6.89,6.92,2.59,2.56,6.17,1.55,12.65,-0.08,0.091,0.09
77,6.79,6.81,2.76,2.75,6.0,1.41,12.05,-0.07,0.092,0.07
78,6.95,6.98,2.47,2.46,5.96,1.51,11.93,-0.06,0.099,0.06
79,6.93,6.95,2.64,2.62,5.95,1.41,11.76,-0.07,0.107,0.05
80,7.06,7.1,2.53,2.5,6.15,1.28,12.41,-0.08,0.115,0.04
81,6.98,7.03,2.49,2.45,6.25,1.35,13.22,-0.1,0.126,0.03
82,6.89,6.92,2.49,2.48,5.94,1.59,11.81,-0.07,0.129,-0.02
83,6.87,6.93,2.56,2.56,5.82,2.38,10.89,-0.05,0.143,-0.04
84,6.87,6.93,2.56,2.56,5.82,2.38,10.89,-0.05,0.143,-0.04
85,6.73,6.81,2.66,2.65,6.17,1.32,11.77,-0.08,0.178,-0.11
86,6.58,6.7,2.6,2.61,6.36,1.28,13.01,-0.07,0.182,-0.13
87,6.65,6.76,2.73,2.75,6.44,1.32,13.21,-0.07,0.193,-0.15
88,6.6,6.73,2.68,2.73,6.39,1.17,13.19,-0.06,0.198,-0.17
89,6.83,6.96,2.59,2.64,6.23,1.47,12.64,-0.05,0.193,-0.19
90,6.84,6.96,2.65,2.69,6.13,1.56,12.6,-0.05,0.204,-0.21
1,6.75,6.87,2.79,2.84,6.21,1.61,12.44,-0.05,0.214,-0.22
2,6.71,6.81,2.92,2.97,5.95,1.61,12.02,-0.03,0.214,-0.22
3,6.71,6.82,2.6,2.69,6.3,1.58,12.64,-0.04,0.226,-0.21
4,6.77,6.88,2.7,2.78,6.2,2.04,12.15,-0.02,0.22,-0.21
5,6.56,6.69,2.75,2.85,6.66,3.05,13.48,-0.03,0.226,-0.22
6,6.56,6.69,2.75,2.85,6.66,3.05,13.48,-0.03,0.226,-0.22
7,6.47,6.59,2.78,2.85,7.1,4.02,15.82,-0.04,0.208,-0.2
8,6.43,6.52,2.77,2.82,7.25,4.28,16.29,-0.04,0.193,-0.2
9,6.47,6.56,2.6,2.64,7.25,4.52,17.13,-0.05,0.19,-0.19
10,6.43,6.5,2.53,2.54,7.38,4.59,17.3,-0.05,0.177,-0.19
11,6.37,6.42,2.53,2.52,7.57,4.64,17.48,-0.05,0.173,-0.18
12,6.43,6.49,2.31,2.28,7.48,4.98,17.47,-0.06,0.169,-0.16
13,6.43,6.49,2.31,2.28,7.48,4.98,17.47,-0.06,0.169,-0.16
14,6.51,6.54,2.15,2.11,7.44,4.75,17.55,-0.07,0.168,-0.16
15,6.52,6.58,2.34,2.31,7.26,4.97,17.53,-0.08,0.166,-0.14
16,6.47,6.54,2.26,2.26,7.34,5.08,17.58,-0.08,0.166,-0.13
17,6.48,6.54,2.28,2.27,7.39,5.03,17.86,-0.08,0.163,-0.13
18,6.4,6.46,2.21,2.21,7.59,5.02,18.27,-0.09,0.161,-0.14
19,6.44,6.5,2.18,2.17,7.38,4.96,18.25,-0.09,0.164,-0.14
20,6.43,6.47,2.25,2.23,7.42,5.02,18.07,-0.09,0.162,-0.15
21,6.46,6.5,2.22,2.19,7.4,5.07,18.02,-0.09,0.162,-0.15
22,6.43,6.47,2.25,2.23,7.39,5.07,18.1,-0.09,0.16,-0.15
23,6.47,6.5,2.22,2.2,7.45,5.13,17.87,-0.08,0.158,-0.15
24,6.53,6.55,2.16,2.08,7.42,5.3,17.5,-0.07,0.167,-0.15
25,6.36,6.38,2.26,2.18,7.54,5.05,17.56,-0.07,0.156,-0.14
26,6.36,6.38,2.26,2.18,7.54,5.05,17.56,-0.07,0.156,-0.14
27,6.48,6.47,2.36,2.26,7.45,4.95,18.13,-0.08,0.147,-0.14
28,6.53,6.51,2.38,2.26,7.39,4.89,18.14,-0.1,0.138,-0.1
29,6.54,6.52,2.42,2.27,7.22,4.79,17.84,-0.1,0.128,-0.08
30,6.56,6.56,2.44,2.29,7.24,5.09,17.2,-0.1,0.119,-0.06
31,6.61,6.64,2.58,2.44,7.13,4.98,15.64,-0.1,0.111,-0.03
32,6.78,6.79,2.57,2.46,6.82,4.89,14.09,-0.09,0.08,-0.01
33,6.95,6.93,2.63,2.53,6.51,4.73,13.2,-0.08,0.049,0.02
34,6.93,6.9,2.64,2.54,5.94,2.28,11.81,-0.08,0.017,0.07
35,6.93,6.9,2.64,2.54,5.94,2.28,11.81,-0.08,0.017,0.07
36,6.98,6.9,2.96,2.86,5.67,1.87,11.38,-0.09,-0.011,0.12
37,7.28,7.19,2.68,2.58,5.72,1.61,11.19,-0.08,-0.019,0.15
38,7.05,6.99,2.47,2.37,5.85,1.37,11.66,-0.08,-0.022,0.17
39,7.28,7.2,2.44,2.32,5.77,1.38,11.58,-0.09,-0.033,0.19
40,6.96,6.92,2.59,2.5,5.93,1.2,11.78,-0.09,-0.035,0.21
41,6.89,6.81,2.67,2.6,6.09,1.24,12.17,-0.1,-0.083,0.22
1,4.21,4.17,2.56,2.68,6.73,3.19,14.91,0.04,0.01,-0.06
2,4.16,4.18,2.64,2.79,6.89,2.36,14.21,-0.03,0.033,-0.1
3,4.1,4.13,2.82,2.94,6.92,2.04,14.03,-0.07,0.063,-0.13
4,3.87,3.93,2.71,2.79,7.47,3.83,16.29,-0.13,0.086,-0.16
5,3.86,3.99,2.72,2.8,7.55,3.31,16.26,-0.14,0.102,-0.16
6,3.85,3.98,2.69,2.76,7.63,2.66,15.65,-0.13,0.11,-0.16
7,3.88,4.03,2.7,2.77,7.45,2.02,15.35,-0.11,0.109,-0.15
8,3.88,4.01,2.58,2.64,7.43,2.27,15.12,-0.11,0.121,-0.15
9,3.86,4.01,2.63,2.67,7.44,1.5,14.95,-0.1,0.134,-0.15
10,3.89,4.04,2.61,2.65,7.4,1.02,14.97,-0.1,0.14,-0.14
11,3.9,4.07,2.52,2.54,7.35,1.11,15.03,-0.1,0.146,-0.12
12,3.92,4.11,2.43,2.45,7.36,1.15,14.94,-0.1,0.155,-0.1
13,3.92,4.11,2.5,2.51,7.34,1.07,14.69,-0.1,0.16,-0.09
14,3.89,4.06,2.64,2.65,7.29,1.01,14.07,-0.1,0.165,-0.07
15,3.87,4.07,2.59,2.59,7.25,1.23,14.14,-0.09,0.16,-0.07
16,3.88,4.08,2.52,2.5,7.18,1.61,13.94,-0.07,0.16,-0.06
17,3.9,4.11,2.62,2.56,7.04,2.13,14.09,-0.03,0.14,-0.02
18,3.9,4.11,2.62,2.56,7.04,2.13,14.09,-0.03,0.14,-0.02
19,3.88,4.1,2.75,2.67,7.14,2.67,14.21,0.0,0.127,0.03
20,3.88,4.08,2.72,2.66,7.13,2.87,14.33,-0.01,0.132,0.06
21,3.89,4.02,2.7,2.69,7.12,3.21,14.36,-0.03,0.138,0.08
22,3.92,4.02,2.7,2.71,7.0,3.4,14.0,-0.03,0.134,0.09
23,3.97,4.0,2.74,2.77,7.0,3.21,13.83,-0.02,0.129,0.09
24,3.98,4.01,2.78,2.8,7.05,2.75,13.62,-0.02,0.131,0.08
25,3.96,4.0,2.81,2.83,7.05,3.0,13.91,-0.04,0.123,0.08
26,3.97,4.0,2.88,2.92,7.05,2.92,14.05,-0.02,0.118,0.07
27,3.95,3.98,2.91,2.93,7.07,2.86,14.18,-0.03,0.116,0.06
28,3.98,3.98,2.84,2.88,7.05,2.69,14.21,-0.04,0.115,0.06
29,3.98,3.96,2.92,2.97,7.05,2.4,13.93,-0.04,0.112,0.05
30,3.98,3.96,2.92,2.97,7.05,2.4,13.93,-0.04,0.112,0.05
31,4.0,4.0,2.85,2.89,6.88,2.41,13.69,-0.04,0.098,0.05
